CustomerID;Gender;Senior_Citizen;Partner;Dependents;Tenure_Months;Phone_Service;Multiple_Lines;Internet_Service;Online_Security;Online_Backup;Device_Protection;Tech_Support;Streaming_TV;Streaming_Movies;Contract;Paperless_Billing;Payment_Method;Monthly_Charges;Total_Charges;Churn_Label;Churn_Value;Churn_Reason
2180;Male;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);98,7;6858,9;No;0;
3487;Male;No;Yes;No;66;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;63,85;4264,6;No;0;
5636;Female;No;Yes;No;47;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);58,6;2723,4;No;0;
2005;Male;No;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,55;1252;No;0;
3112;Male;No;Yes;No;12;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;26,4;314,95;No;0;
4742;Female;Yes;Yes;No;52;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;109,1;5647,95;No;0;
4044;;No;No;No;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;19,95;907,05;No;0;
6149;Male;No;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,6;330,25;No;0;
3990;Female;;No;No;12;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,6;1017,35;No;0;
162;Female;Yes;No;No;2;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;89,5;161,5;Yes;1;Competitor offered higher download speeds
663;Male;No;No;No;13;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;98,15;1230,25;Yes;1;Long distance charges
5017;Female;;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);91,15;6637,9;No;0;
4518;Male;No;Yes;Yes;40;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;60,3;2448,5;No;0;
4924;;No;No;No;21;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;103,85;2215;No;0;
1383;Female;No;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,2;292,85;Yes;1;Competitor offered higher download speeds
5072;Male;No;No;Yes;5;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);48,65;235,2;No;0;
785;Female;Yes;No;No;32;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74,4;2276,95;Yes;1;Price too high
3807;Male;No;;No;18;Yes;No;DSL;Yes;No;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;68,35;1299,8;No;0;
744;Female;;Yes;No;4;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,6;347,65;Yes;1;Network reliability
5787;;No;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90,1;90,1;No;0;
6733;Female;No;No;No;48;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);83,45;3887,85;No;0;
2235;Female;No;Yes;No;0;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);52,55; ;No;0;
4198;Female;No;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,05;461,3;No;0;
6774;Female;No;Yes;No;59;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;100,05;6034,85;No;0;
1241;Male;Yes;Yes;No;24;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);39,1;971,3;Yes;1;Competitor had better devices
2081;;No;No;Yes;1;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;25,4;25,4;No;0;
3723;Female;No;Yes;Yes;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,1;682,1;No;0;
4553;Male;Yes;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);113,8;7845,8;No;0;
2138;Male;No;Yes;No;58;Yes;No;DSL;No;No;Yes;No;No;No;One year;No;Credit card (automatic);50,3;2878,55;No;0;
3370;;Yes;No;No;16;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;69,65;1043,3;No;0;
4255;Male;;Yes;Yes;12;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;56,3;628,65;No;0;
6413;Male;Yes;No;No;35;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);91;3180,5;No;0;
3994;Female;No;Yes;Yes;42;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;22,95;1014,25;No;0;
3373;;No;No;Yes;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;24,7;24,7;No;0;
181;Male;Yes;Yes;No;33;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,5;3105,55;Yes;1;Competitor made better offer
4138;Female;No;Yes;Yes;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Electronic check;79,4;4820,55;No;0;
4754;Female;;Yes;No;59;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;One year;Yes;Credit card (automatic);81,25;4639,45;No;0;
2178;Female;Yes;Yes;No;48;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70,65;3545,05;No;0;
2101;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);19,25;19,25;No;0;
3361;Male;No;No;Yes;2;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);60,95;134,6;No;0;
3986;Male;Yes;No;No;67;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);101,4;6841,05;No;0;
1221;Female;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);74,9;147,15;Yes;1;Long distance charges
5355;Male;Yes;No;No;64;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;102,1;6688,1;No;0;
5330;Male;No;Yes;No;31;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);66,4;2019,8;No;0;
1603;Male;No;No;No;1;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;45,3;45,3;Yes;1;Lack of affordable download/upload speed
6387;;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114;8175,9;No;0;
1075;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,6;69,6;Yes;1;Competitor offered higher download speeds
1218;Female;No;Yes;Yes;30;No;No phone service;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);51,2;1561,5;Yes;1;Network reliability
5121;Female;No;Yes;Yes;32;Yes;Yes;DSL;No;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);62,45;2045,55;No;0;
4724;Male;;No;No;22;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,65;2415,95;No;0;
4610;Male;No;Yes;;69;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;Yes;Bank transfer (automatic);59,75;4069,9;No;0;
5136;Male;No;No;No;30;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);97;3021,3;No;0;
4850;;Yes;Yes;No;59;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);64,05;3886,85;No;0;
6954;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Two year;Yes;Bank transfer (automatic);84,05;6052,25;No;0;
2484;Male;No;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Two year;Yes;Credit card (automatic);88;5986,45;No;0;
3284;Female;No;No;No;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;64,6;174,2;No;0;
1802;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,3;70,3;Yes;1;Don't know
5161;Female;No;Yes;No;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,95;1614,9;No;0;
3859;Male;No;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19,65;169,75;No;0;
659;;No;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;83,3;803,3;Yes;1;Lack of self-service on Website
920;Male;Yes;No;No;5;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;50,35;237,25;Yes;1;Product dissatisfaction
3155;Male;No;Yes;No;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24,85;1583,5;No;0;
6600;Male;No;No;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,15;802,35;No;0;
5394;;No;Yes;No;53;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;One year;Yes;Electronic check;91,15;4862,5;No;0;
1492;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;79,6;79,6;Yes;1;Attitude of support person
4546;Female;No;Yes;No;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,85;1379,6;No;0;
3140;Female;No;No;No;51;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);56,4;2928,5;No;0;
5472;Female;Yes;No;No;46;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);69,1;3255,35;No;0;
6745;Male;No;Yes;No;69;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);53,65;3804,4;No;0;
5418;Female;No;No;No;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;118,6;7365,7;No;0;
3876;Female;;Yes;No;19;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,9;839,65;No;0;
5103;Female;No;Yes;;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,85;1327,4;No;0;
3016;Female;No;Yes;Yes;39;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);81,5;3107,3;No;0;
1309;Female;Yes;Yes;No;40;No;No phone service;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;39,3;1637,4;Yes;1;Competitor offered higher download speeds
3903;Female;No;Yes;Yes;19;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;24,85;434,8;No;0;
1501;;No;No;Yes;1;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;60;60;Yes;1;Attitude of service provider
2665;;No;Yes;Yes;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,55;200,2;No;0;
3548;Female;Yes;No;No;7;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;48,2;340,35;No;0;
2220;Male;;No;No;70;No;No phone service;DSL;No;No;No;Yes;No;Yes;Two year;Yes;Mailed check;40,05;2799,75;No;0;
696;Male;No;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,75;19,75;Yes;1;Lack of affordable download/upload speed
3889;Female;;Yes;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;55,3;55,3;No;0;
463;Male;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;79;143,65;Yes;1;Attitude of support person
1548;Female;No;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;97,35;2119,5;Yes;1;Moved
3935;Female;No;Yes;No;55;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);89,8;4959,6;No;0;
4173;Male;Yes;Yes;Yes;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,5;1193,55;No;0;
4401;Male;No;No;Yes;53;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;No;Electronic check;95,95;5036,9;No;0;
3111;Male;Yes;Yes;No;27;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,55;1943,9;No;0;
2428;Female;No;No;No;2;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;80,45;137,1;No;0;
4245;Male;No;Yes;No;41;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80,25;3439;No;0;
3792;Female;No;Yes;No;71;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);80,45;5662,25;No;0;
4036;Male;Yes;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;113,6;6292,7;No;0;
6153;Male;No;Yes;No;60;Yes;No;DSL;Yes;No;No;No;Yes;No;One year;Yes;Mailed check;59,8;3561,15;No;0;
2801;;No;Yes;Yes;69;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);95,2;6671,7;No;0;
1567;Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105;294,45;Yes;1;Lack of self-service on Website
286;Female;Yes;No;No;13;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;74,3;940,35;Yes;1;Competitor had better devices
1018;Female;No;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);109,45;6144,55;Yes;1;Product dissatisfaction
4513;Female;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);23,3;1623,15;No;0;
4746;Male;No;No;No;53;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;80,6;4348,1;No;0;
1439;Female;Yes;No;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;84,85;415,55;Yes;1;Attitude of service provider
5041;Male;No;Yes;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,75;1344,5;No;0;
735;Male;No;Yes;No;9;No;No phone service;DSL;No;No;No;No;No;No;One year;No;Bank transfer (automatic);24,1;259,8;Yes;1;Competitor offered more data
5893;Female;No;Yes;Yes;11;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);51;581,7;No;0;
2399;Female;No;No;No;65;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;59,6;3739,8;No;0;
1846;Male;Yes;No;No;25;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;89,5;2196,15;Yes;1;Attitude of service provider
5390;Male;Yes;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,8;1388,45;No;0;
2765;Female;No;No;Yes;9;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);69,4;571,45;No;0;
2845;;No;Yes;No;60;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);65,85;3928,3;No;0;
4987;Male;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,3;220,4;No;0;
1640;Male;No;Yes;No;21;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Mailed check;77,5;1625;Yes;1;Don't know
6931;Female;No;Yes;Yes;35;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24,3;821,6;No;0;
2061;Male;No;No;No;32;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);83,7;2633,3;No;0;
2942;Male;No;Yes;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,65;654,85;No;0;
4108;Male;No;Yes;Yes;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;26,3;1688,9;No;0;
3316;Female;No;Yes;No;46;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;53,1;2459,8;No;0;
1537;Male;No;No;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44,4;44,4;Yes;1;Attitude of service provider
4195;Female;No;No;No;23;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;54,4;1249,25;No;0;
2779;;No;Yes;Yes;47;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;87,2;4017,45;No;0;
2507;Male;No;No;No;52;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;85,15;4461,85;No;0;
4662;Male;No;No;No;6;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,1;435;No;0;
674;Male;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,75;69,75;Yes;1;Product dissatisfaction
4461;Male;No;No;No;19;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;84,75;1651,95;No;0;
4399;;No;Yes;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,3;1948,35;No;0;
5979;Male;No;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);78,35;5445,95;No;0;
2696;Female;No;Yes;Yes;48;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);105,25;4997,5;No;0;
4570;Female;No;Yes;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,4;641,15;No;0;
2986;Female;No;No;No;41;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;One year;Yes;Electronic check;68,6;2877,05;No;0;
502;Male;No;No;No;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;50,9;50,9;Yes;1;Attitude of support person
6539;Male;No;Yes;No;15;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);68,6;1108,6;No;0;
5426;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,9;19,9;No;0;
6700;Female;No;No;No;34;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Mailed check;55;1885,15;No;0;
3576;Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;No;Bank transfer (automatic);100,5;7030,65;No;0;
5;Male;No;No;Yes;49;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);103,7;5036,3;Yes;1;Competitor had better devices
1343;Female;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;164,85;Yes;1;Moved
2298;Female;No;;Yes;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,25;1103,25;No;0;
6431;Female;No;Yes;Yes;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,5;1222,65;No;0;
5036;Male;Yes;Yes;No;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);60,95;4119,4;No;0;
5959;Male;Yes;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,5;429,55;No;0;
1584;;No;No;No;16;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,25;1483,25;Yes;1;Competitor offered higher download speeds
2891;Female;No;Yes;Yes;12;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);58,35;740,55;No;0;
1560;Male;No;Yes;Yes;37;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);40,2;1448,8;Yes;1;Competitor offered more data
3567;Male;No;No;No;57;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);90,45;5229,8;No;0;
938;Female;No;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;86,25;181,65;Yes;1;Competitor offered higher download speeds
361;;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,2;237,95;Yes;1;Competitor had better devices
2821;Female;No;No;No;1;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);74,1;74,1;No;0;
797;;;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,4;45,4;Yes;1;Network reliability
2630;Female;Yes;Yes;No;45;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;86,1;3861,45;No;0;
91;Male;No;Yes;No;4;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);84,8;371,9;Yes;1;Don't know
1811;Female;No;Yes;No;9;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);91,75;865,8;Yes;1;Extra data charges
6310;Female;No;Yes;No;53;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;110,5;5835,5;No;0;
52;;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);46;84,5;Yes;1;Don't know
2512;Female;No;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;No;Electronic check;89;5898,6;No;0;
3464;Female;No;Yes;No;62;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;81;4985,9;No;0;
4854;Female;No;Yes;Yes;58;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;59,75;3624,35;No;0;
525;Female;No;Yes;No;2;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;44,6;97,1;Yes;1;Competitor offered higher download speeds
6938;Male;No;No;No;62;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);80,4;4981,15;No;0;
4430;Male;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25,1;1790,8;No;0;
396;;;No;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75,65;1146,65;Yes;1;Competitor offered higher download speeds
6712;Female;No;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,25;412,55;No;0;
3043;;No;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;19,35;1263,85;No;0;
6140;Male;Yes;Yes;No;34;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,55;2425,4;No;0;
6506;Female;No;Yes;Yes;67;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24,9;1680,25;No;0;
5367;Female;No;Yes;Yes;56;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);81,25;4620,4;No;0;
5533;Male;No;Yes;Yes;19;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);50,1;910,45;No;0;
1961;Male;No;Yes;Yes;27;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);85,2;2151,6;No;0;
1117;Female;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,6;59,75;Yes;1;Lack of affordable download/upload speed
6002;;;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Bank transfer (automatic);85,5;5696,6;No;0;
568;Female;Yes;No;No;;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,55;70,55;Yes;1;Attitude of service provider
4498;;Yes;No;No;33;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);59,45;1884,65;No;0;
3837;Female;No;No;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Mailed check;47,4;3177,25;No;0;
511;;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,45;75,45;Yes;1;Attitude of support person
2950;Male;No;Yes;Yes;12;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,2;571,15;No;0;
5502;Male;No;Yes;No;70;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);39,15;2692,75;No;0;
6460;Female;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);83,6;5959,3;No;0;
5526;Male;No;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;100,2;198,5;No;0;
